item_name,item_price,item_year,item_miles,item_make,item_location
2002 Ducati Superbike,"$4,200.00 ",Year: 2002,Miles: 0,Make: Ducati,
1985 Honda Other,"$1,750.00 ",Year: 1985,"Miles: 26,000",Make: Honda,
1987 Honda CR,"$7,250.00 ",Year: 1987,,Make: Honda,
2005 Harley-Davidson Softail,"$6,995.00 ",Year: 2005,"Miles: 11,983",Make: Harley-Davidson,
2021 X-PRO 125cc Dirt Bike,$869.00 ,Year: 2021,Miles: 0,,
1973 Yamaha SC500,"$3,200.00 ",Year: 1973,,Make: Yamaha,
1972 Yamaha CT2,"$3,550.00 ",Year: 1972,"Miles: 5,457",Make: Yamaha,
1975 Norton 1975 Commando,"$6,600.00 ",Year: 1975,Miles: 0,Make: Norton,
2000 Kawasaki Other,"$4,500.00 ",Year: 2000,"Miles: 8,315",Make: Kawasaki,
1969 Triumph Bonneville,"$5,516.00 ",Year: 1969,"Miles: 13,019",Make: Triumph,
1970 Honda CB450,"$3,299.00 ",Year: 1970,"Miles: 7,600",Make: Honda,
1968 Triumph Trophy,"$2,650.00 ",Year: 1968,"Miles: 5,483",Make: Triumph,
2007 Harley-Davidson Touring,"$15,000.00 ",Year: 2007,"Miles: 49,524",Make: Harley-Davidson,
2005 Harley-Davidson touring model,"$5,500.00 ",Year: 2005,"Miles: 53,000",Make: Harley-Davidson,
2019 Honda Rebel 300 ABS,"$4,900.00 ",Year: 2019,"Miles: 1,841",Make: Honda,
2004 Kawasaki Vulcan,"$1,900.00 ",Year: 2004,"Miles: 11,000",Make: Kawasaki,
1968 Triumph Bonneville,"$5,500.00 ",Year: 1968,"Miles: 1,000",Make: Triumph,
1979 Suzuki RM,"$3,888.00 ",Year: 1979,Miles: 100,Make: Suzuki,
1971 BSA 650 Firebird Scrambler,"$2,932.00 ",Year: 1971,"Miles: 9,136",Make: BSA,
2015 Harley-Davidson Street,"$17,000.00 ",Year: 2015,"Miles: 25,234",Make: Harley-Davidson,
1967 Triumph Tiger Mountain Cub,"$2,000.00 ",Year: 1967,"Miles: 38,986",Make: Triumph,
2005 Harley-Davidson Touring,"$3,950.00 ",Year: 2005,"Miles: 93,936",Make: Harley-Davidson,
2009 Honda CRF450X,"$3,000.00 ",Year: 2009,Miles: 99,Make: Honda,
1973 Honda CL,"$3,600.00 ",Year: 1973,"Miles: 2,959",Make: Honda,
2001 Suzuki Intruder 800,"$1,995.00 ",Year: 2001,"Miles: 35,401",Make: Suzuki,
1971 Other Makes,$709.00 ,Year: 1971,,Make: Other Makes,
2005 Other Makes,$125.50 ,Year: 2005,,Make: Other Makes,
1968 Other Makes Sears Puch Allstate 250 Twingle,"$2,339.99 ",Year: 1968,"Miles: 5,735",Make: Other Makes,
1974 Kawasaki Other,"$2,575.00 ",Year: 1974,"Miles: 10,000",Make: Kawasaki,
2014 Harley-Davidson,"$24,699.00 ",Year: 2014,"Miles: 14,875",Make: Harley-Davidson,
2004 Harley-Davidson Softail,"$6,500.00 ",Year: 2004,"Miles: 34,526",Make: Harley-Davidson,
1999 Harley-Davidson Touring,"$8,950.00 ",Year: 1999,"Miles: 50,049",Make: Harley-Davidson,
2007 Victory Kingpin,"$6,200.00 ",Year: 2007,"Miles: 17,000",Make: Victory,
1972 Kawasaki Other,"$2,222.22 ",Year: 1972,"Miles: 2,217",Make: Kawasaki,
2010 Harley-Davidson Touring,"$15,100.00 ",Year: 2010,"Miles: 35,500",Make: Harley-Davidson,
1977 Kawasaki KZ 1000,"$5,275.00 ",Year: 1977,"Miles: 28,949",Make: Kawasaki,
2014 Harley-Davidson Touring,"$16,000.00 ",Year: 2014,"Miles: 6,800",Make: Harley-Davidson,
2015 Honda CB 1000R,"$9,395.00 ",Year: 2015,"Miles: 10,827",Make: Honda,
1975 Yamaha RT1 360,"$3,500.00 ",Year: 1975,"Miles: 3,400",Make: Yamaha,
1973 Honda CB,"$7,999.99 ",Year: 1973,"Miles: 10,048",Make: Honda,
2016 Indian,"$15,000.00 ",Year: 2016,"Miles: 9,340",Make: Indian,
1994 Honda CR,"$6,000.00 ",Year: 1994,"Miles: 99,999",Make: Honda,
1978 Yamaha XT500E,"$1,000.00 ",Year: 1978,"Miles: 10,403",Make: Yamaha,
1972 Triumph Bonneville,"$1,500.00 ",Year: 1972,Miles: 0,Make: Triumph,
1972 Kawasaki H1,"$5,000.00 ",Year: 1972,"Miles: 14,544",Make: Kawasaki,
2017 Polaris,"$18,100.00 ",Year: 2017,"Miles: 10,355",Make: Polaris,
1986 Kawasaki Other,"$3,550.00 ",Year: 1986,"Miles: 30,000",Make: Kawasaki,
2006 Kawasaki Z-1000,"$6,000.00 ",Year: 2006,"Miles: 20,000",Make: Kawasaki,
2001 Ducati Monster S4,"$3,525.00 ",Year: 2001,"Miles: 4,604",Make: Ducati,
2009 KTM sx85,"$1,400.00 ",Year: 2009,Miles: 9,Make: KTM,
2006 Honda ST1300 POLICE,"$4,995.00 ",Year: 2006,"Miles: 38,000",Make: Honda,
2021 X-PRO Hawk 250 Dirt Bike,"$1,729.00 ",Year: 2021,Miles: 2,,
2019 Ducati Monster 1200 R WABS,"$15,999.00 ",Year: 2019,"Miles: 16,741",Make: Ducati,
1975 Norton,"$5,500.00 ",Year: 1975,"Miles: 17,549",Make: Norton,
2007 Harley-Davidson Touring,"$8,500.00 ",Year: 2007,"Miles: 32,889",Make: Harley-Davidson,
2012 Suzuki Burgman 650,"$3,600.00 ",Year: 2012,"Miles: 9,286",Make: Suzuki,
1966 Suzuki X6 Hustler,"$1,905.00 ",Year: 1966,"Miles: 8,420",Make: Suzuki,
2003 Yamaha YZF-R,"$4,000.00 ",Year: 2003,"Miles: 24,523",Make: Yamaha,
2016 Polaris Slingshot SL,"$19,000.00 ",Year: 2016,"Miles: 22,794",Make: Polaris,
1982 Honda CB,"$2,469.00 ",Year: 1982,"Miles: 25,500",Make: Honda,
1975 Yamaha DT125,"$2,150.00 ",Year: 1975,"Miles: 1,584",Make: Yamaha,
2018 Triumph Thruxton,"$11,500.00 ",Year: 2018,"Miles: 4,348",Make: Triumph,
1971 BSA,"$5,900.00 ",Year: 1971,"Miles: 6,389",Make: BSA,
2012 Yamaha YZF R1,"$10,300.00 ",Year: 2012,"Miles: 12,000",Make: Yamaha,
1967 Other Makes,$571.00 ,Year: 1967,"Miles: 3,183",Make: Other Makes,
1998 Suzuki TL 1000R,"$4,000.00 ",Year: 1998,"Miles: 14,134",Make: Suzuki,
2008 Yamaha YZ,"$4,950.00 ",Year: 2008,,Make: Yamaha,
2018 Suzuki GSX 250R 250,"$4,099.00 ",Year: 2018,"Miles: 5,631",Make: Suzuki,
1956 Other Makes Lube-Yack,"$4,100.00 ",Year: 1956,Miles: 3,Make: Other Makes,
1975 Harley-Davidson Other,$76.00 ,Year: 1975,,Make: Harley-Davidson,
1973 Suzuki TS,"$2,900.00 ",Year: 1973,"Miles: 7,363",Make: Suzuki,
1972 Triumph Bonneville,"$1,500.00 ",Year: 1972,Miles: 0,Make: Triumph,
2021 Harley-Davidson Road Glide,"$35,000.00 ",Year: 2021,Miles: 820,Make: Harley-Davidson,
2017 Yamaha FZ-07,"$7,500.00 ",Year: 2017,"Miles: 5,224",Make: Yamaha,
2005 Honda VTX 1300R,"$4,700.00 ",Year: 2005,"Miles: 40,375",Make: Honda,
2018 Ducati 66044,"$5,900.00 ",Year: 2018,Miles: 43,Make: Ducati,
1976 Harley-Davidson Other,"$14,950.00 ",Year: 1976,"Miles: 12,000",Make: Harley-Davidson,
2005 Yamaha V Max,"$4,100.00 ",Year: 2005,"Miles: 12,440",Make: Yamaha,
1996 Honda CBR900RR,"$4,699.00 ",Year: 1996,"Miles: 17,322",Make: Honda,
1975 Honda XR,"$2,855.00 ",Year: 1975,"Miles: 4,600",Make: Honda,
2014 Triumph Trophy,"$7,900.00 ",Year: 2014,"Miles: 28,647",Make: Triumph,
1964 Honda CB77,"$4,500.00 ",Year: 1964,"Miles: 8,669",Make: Honda,
2013 Triumph Street Triple,"$4,050.00 ",Year: 2013,"Miles: 6,254",Make: Triumph,
2015 Yamaha FJ-09,"$6,133.00 ",Year: 2015,"Miles: 5,975",Make: Yamaha,
2018 Honda Harley Miniature,$695.00 ,Year: 2018,"Miles: 1,000",Make: Honda,
2021 Honda Monkey Z125,"$3,850.00 ",Year: 2021,Miles: 6,Make: Honda,
2021 Honda Monkey,"$3,999.00 ",Year: 2021,Miles: 0,Make: Honda,
1989 Suzuki GSX-R,"$10,000.00 ",Year: 1989,"Miles: 15,600",Make: Suzuki,
2005 Honda CRF,"$1,525.00 ",Year: 2005,"Miles: 10,000",Make: Honda,
2014 Honda CB,"$3,885.00 ",Year: 2014,"Miles: 30,400",Make: Honda,
2021 X-PRO X11 110cc Dirt Bike,$769.00 ,Year: 2021,Miles: 0,,
1997 Harley-Davidson Softail,"$13,500.00 ",Year: 1997,"Miles: 24,926",Make: Harley-Davidson,
2007 Yamaha FJR,"$5,500.00 ",Year: 2007,"Miles: 14,954",Make: Yamaha,
2002 Honda CR,"$5,100.00 ",Year: 2002,Miles: 500,Make: Honda,
1994 Harley-Davidson Softail,"$8,500.00 ",Year: 1994,"Miles: 1,500",Make: Harley-Davidson,
2005 Big Dog Ridge Back,"$4,345.00 ",Year: 2005,"Miles: 8,812",Make: Big Dog,
1985 Honda CR,"$3,700.00 ",Year: 1985,Miles: 1,Make: Honda,
1983 Harley-Davidson FLHT,"$3,856.66 ",Year: 1983,"Miles: 111,746",Make: Harley-Davidson,
2020 Harley-Davidson LiveWire,"$20,500.00 ",Year: 2020,"Miles: 2,200",Make: Harley-Davidson,
2016 Honda CBR,"$7,200.00 ",Year: 2016,"Miles: 8,136",Make: Honda,
1973 Honda CB,"$3,905.00 ",Year: 1973,Miles: 538,Make: Honda,
1970 Honda SL350,"$5,301.00 ",Year: 1970,"Miles: 3,992",Make: Honda,
2015 BMW R-Series,"$7,500.00 ",Year: 2015,"Miles: 38,000",Make: BMW,
2022 Other Makes KMB 60,$660.00 ,Year: 2022,,Make: Other Makes,
2000 Kawasaki Vulcan 1500 Nomad,"$4,900.00 ",Year: 2000,"Miles: 30,017",Make: Kawasaki,
2001 Yamaha Vmax,"$4,000.00 ",Year: 2001,"Miles: 7,823",Make: Yamaha,
1995 Honda Gold Wing,"$7,500.00 ",Year: 1995,"Miles: 85,545",Make: Honda,
1977 Yamaha DT250,"$4,201.59 ",Year: 1977,"Miles: 4,312",Make: Yamaha,
1974 Yamaha Other,"$1,200.00 ",Year: 1974,"Miles: 3,223",Make: Yamaha,
2010 Other Makes,"$19,500.00 ",Year: 2010,"Miles: 3,500",Make: Other Makes,
1976 Harley-Davidson Touring,"$6,500.00 ",Year: 1976,"Miles: 3,000",Make: Harley-Davidson,
2013 Harley-Davidson Touring,"$14,400.00 ",Year: 2013,"Miles: 73,400",Make: Harley-Davidson,
2021 Harley-Davidson XL1200X SPORTSTER FORTY EIGHT 1200,"$10,885.00 ",Year: 2021,"Miles: 3,003",Make: Harley-Davidson,
2015 SSR Motorsports pit bike,$275.00 ,Year: 2015,"Miles: 3,500",,
1987 Harley-Davidson FXR,"$12,500.00 ",Year: 1987,"Miles: 68,575",Make: Harley-Davidson,
2008 Honda CBR 1000RR,"$8,100.00 ",Year: 2008,"Miles: 9,953",Make: Honda,
2003 KTM EXC,"$3,500.00 ",Year: 2003,"Miles: 9,500",Make: KTM,
2003 KTM SX,"$3,000.00 ",Year: 2003,"Miles: 999,999",Make: KTM,
2006 Honda Goldwing 1800,"$9,100.00 ",Year: 2006,"Miles: 32,643",Make: Honda,
2004 BMW R-Series,"$2,750.00 ",Year: 2004,"Miles: 29,000",Make: BMW,
1974 Bultaco Sherpa T Model 92,"$1,825.00 ",Year: 1974,"Miles: 9,999,999",Make: Bultaco,
2013 Triumph Tiger,"$6,000.00 ",Year: 2013,"Miles: 38,510",Make: Triumph,
2003 Custom Built Motorcycles BILLY LANE CHOPPERS INC SPRINGER CHOPPER MINT,"$24,999.00 ",Year: 2003,"Miles: 1,111",Make: Custom Built Motorcycles,
1972 Yamaha LS2,"$3,617.00 ",Year: 1972,"Miles: 3,624",Make: Yamaha,
1974 Honda 1974 Honda CB 750 K,"$9,258.00 ",Year: 1974,"Miles: 18,000",Make: Honda,
1994 Harley-Davidson Touring,"$7,900.00 ",Year: 1994,Miles: 1,Make: Harley-Davidson,
2005 Yamaha V Star,"$4,000.00 ",Year: 2005,"Miles: 11,150",Make: Yamaha,
1972 Honda CT70,"$3,000.00 ",Year: 1972,"Miles: 4,300",Make: Honda,
1999 Ducati 900 SS,"$5,995.00 ",Year: 1999,"Miles: 9,450",Make: Ducati,
1972 Yamaha Other,"$2,899.99 ",Year: 1972,Miles: 1,Make: Yamaha,
1972 Other Makes TS400,"$6,000.00 ",Year: 1972,"Miles: 3,423",Make: Other Makes,
1993 Yamaha PW,$820.00 ,Year: 1993,,Make: Yamaha,
2016 Harley-Davidson Touring,"$20,000.00 ",Year: 2016,"Miles: 1,526",Make: Harley-Davidson,
2004 Harley-Davidson Softail FLSTCFLSTCI Heritage Classic,"$6,995.00 ",Year: 2004,"Miles: 107,579",Make: Harley-Davidson,
2018 Harley-Davidson Touring,"$24,000.00 ",Year: 2018,Miles: 656,Make: Harley-Davidson,
2001 Honda Super Hawk,"$7,950.00 ",Year: 2001,"Miles: 11,350",Make: Honda,
1996 Suzuki DR,"$2,550.00 ",Year: 1996,"Miles: 3,600",Make: Suzuki,
2003 Harley-Davidson Road King,"$9,300.00 ",Year: 2003,"Miles: 5,612",Make: Harley-Davidson,
1970 Harley-Davidson Other,"$2,099.00 ",Year: 1970,"Miles: 4,685",Make: Harley-Davidson,
2007 Harley-Davidson Touring,"$7,000.00 ",Year: 2007,"Miles: 86,584",Make: Harley-Davidson,
2011 Harley-Davidson Sportster,"$4,000.00 ",Year: 2011,"Miles: 3,381",Make: Harley-Davidson,
1974 Honda CB,"$4,600.00 ",Year: 1974,Miles: 0,Make: Honda,
2003 BMW K-Series,"$3,106.00 ",Year: 2003,"Miles: 65,365",Make: BMW,
2014 Honda Valkyrie,"$10,900.00 ",Year: 2014,"Miles: 4,894",Make: Honda,
2021 BMW R 18,"$15,987.00 ",Year: 2021,Miles: 125,Make: BMW,
2004 Harley-Davidson Sportster,"$8,250.00 ",Year: 2004,"Miles: 75,650",Make: Harley-Davidson,
2004 BMW K-Series,"$4,157.00 ",Year: 2004,"Miles: 7,230",Make: BMW,
2021 Kawasaki Other,"$7,250.00 ",Year: 2021,Miles: 49,Make: Kawasaki,
2003 Ducati ST4S ABS,"$3,150.00 ",Year: 2003,"Miles: 22,031",Make: Ducati,
1977 Suzuki GT185,"$2,499.00 ",Year: 1977,"Miles: 5,269",Make: Suzuki,
1981 Honda CB,"$2,499.00 ",Year: 1981,"Miles: 13,795",Make: Honda,
1995 Honda Gold Wing,"$2,845.00 ",Year: 1995,"Miles: 7,927",Make: Honda,
2022 Yamaha YZ,"$6,600.00 ",Year: 2022,Miles: 50,Make: Yamaha,
2003 Kawasaki Ninja,"$5,900.00 ",Year: 2003,"Miles: 7,650",Make: Kawasaki,
1983 Honda Other,"$4,650.00 ",Year: 1983,Miles: 658,Make: Honda,
1979 Harley-Davidson FXS Low Rider,"$13,000.00 ",Year: 1979,"Miles: 22,600",Make: Harley-Davidson,
2020 BMW R-Series,"$18,250.00 ",Year: 2020,"Miles: 4,540",Make: BMW,
1974 Yamaha Other,"$2,550.00 ",Year: 1974,Miles: 0,Make: Yamaha,
1994 Harley-Davidson Softail FLSTN,"$8,500.00 ",Year: 1994,"Miles: 11,139",Make: Harley-Davidson,
2006 Honda Shadow 750,"$1,999.00 ",Year: 2006,"Miles: 32,640",Make: Honda,
2005 Harley-Davidson V-ROD,"$8,700.00 ",Year: 2005,"Miles: 4,756",Make: Harley-Davidson,
1971 Honda CT,"$3,200.00 ",Year: 1971,"Miles: 7,081",Make: Honda,
1992 Yamaha FZR600,"$3,000.00 ",Year: 1992,"Miles: 32,061",Make: Yamaha,
2013 Ducati Other,"$9,895.00 ",Year: 2013,Miles: 6,Make: Ducati,
2001 Harley-Davidson Touring,"$8,799.00 ",Year: 2001,"Miles: 17,318",Make: Harley-Davidson,
2007 Harley-Davidson FXSTSSE Scr Egl Softail Spr,"$17,934.00 ",Year: 2007,"Miles: 5,258",Make: Harley-Davidson,
2022 KTM EXC,"$11,800.00 ",Year: 2022,Miles: 0,Make: KTM,
1986 Honda Gold Wing,"$3,400.00 ",Year: 1986,"Miles: 55,559",Make: Honda,
1991 Kawasaki KX,"$2,800.00 ",Year: 1991,Miles: 150,Make: Kawasaki,
1983 Yamaha YZ,"$1,885.00 ",Year: 1983,,Make: Yamaha,
1969 Triumph Trophy,"$7,900.00 ",Year: 1969,"Miles: 7,164",Make: Triumph,
2018 Harley-Davidson FLFBS FAT BOY 114 115TH ANNIVERSARY EDITION,"$17,999.00 ",Year: 2018,"Miles: 17,244",Make: Harley-Davidson,
1987 Harley-Davidson Willie G FXR,"$6,800.00 ",Year: 1987,"Miles: 14,000",Make: Harley-Davidson,
2005 Kawasaki CONCOURSE,"$3,500.00 ",Year: 2005,"Miles: 19,499",Make: Kawasaki,
1973 Honda CB,"$3,700.00 ",Year: 1973,Miles: 190,Make: Honda,
2012 Ducati Superbike,"$12,000.00 ",Year: 2012,"Miles: 13,500",Make: Ducati,
2019 Royal Enfield Continental GT 650 Twin,"$4,975.00 ",Year: 2019,"Miles: 1,077",Make: Royal Enfield,
1998 Triumph Thunderbird,"$3,500.00 ",Year: 1998,"Miles: 3,389",Make: Triumph,
2018 BMW R-Series,"$17,950.00 ",Year: 2018,"Miles: 11,913",Make: BMW,
Honda: CB,$623.17 ,Year: 2015,"Miles: 21,145",Make: Honda,from Canada
2020 Honda Super Cub C125 ABS,"$1,800.00 ",Year: 2020,Miles: 0,Make: Honda,
1977 Harley-Davidson Sportster,"$3,500.00 ",Year: 1977,"Miles: 6,800",Make: Harley-Davidson,
2016 KTM SX 450 F,"$6,785.00 ",Year: 2016,"Miles: 999,999",Make: KTM,
1969 Kawasaki H1 Mach III 500 motorcycle (numbers matching),"$12,995.00 ",Year: 1969,"Miles: 7,406",Make: Kawasaki,
2021 Polaris,"$25,600.00 ",Year: 2021,Miles: 150,Make: Polaris,
2015 Honda CB F300,"$2,900.00 ",Year: 2015,"Miles: 13,600",Make: Honda,
2022 X-PRO 125cc Vader Motorcycle,"$1,359.00 ",Year: 2022,Miles: 0,,
1984 Yamaha Other,"$10,988.00 ",Year: 1984,"Miles: 2,100",Make: Yamaha,
2007 Harley-Davidson Sportster,"$3,800.00 ",Year: 2007,"Miles: 19,797",Make: Harley-Davidson,
2018 Kawasaki Ninja H2 SX SE,"$17,500.00 ",Year: 2018,"Miles: 4,698",Make: Kawasaki,
1973 Honda XL250 Motosport,"$5,000.00 ",Year: 1973,"Miles: 6,985",Make: Honda,
2019 Ducati Multistrada Pikes Peak,"$13,800.00 ",Year: 2019,"Miles: 6,148",Make: Ducati,
2020 Lifan Venom Vitacci 250cc,"$1,999.00 ",Year: 2020,Miles: 220,Make: Lifan,
1999 Honda CBR,"$4,850.00 ",Year: 1999,"Miles: 17,000",Make: Honda,
2015 Polaris,"$14,201.00 ",Year: 2015,"Miles: 9,274",Make: Polaris,
1949 Harley-Davidson Other,"$5,100.00 ",Year: 1949,"Miles: 13,332",Make: Harley-Davidson,
2018 Harley-Davidson Trike Tri Glide® Ultra,"$29,495.00 ",Year: 2018,"Miles: 24,528",Make: Harley-Davidson,
2007 Yamaha Road Star,"$2,650.00 ",Year: 2007,"Miles: 58,719",Make: Yamaha,
2008 Yamaha V Star,"$9,995.00 ",Year: 2008,"Miles: 5,018",Make: Yamaha,
1971 Honda CB,"$3,050.00 ",Year: 1971,Miles: 145,Make: Honda,
1990 Suzuki VX800,"$3,497.97 ",Year: 1990,"Miles: 9,440",Make: Suzuki,
2015 Harley-Davidson Touring,"$17,298.00 ",Year: 2015,"Miles: 60,711",Make: Harley-Davidson,
1971 Honda CB,"$4,350.00 ",Year: 1971,Miles: 125,Make: Honda,
2006 Honda CBR1000rr,"$4,700.00 ",Year: 2006,"Miles: 8,525",Make: Honda,
1968 Harley-Davidson FLH,"$11,600.00 ",Year: 1968,"Miles: 12,117",Make: Harley-Davidson,
1966 Harley-Davidson Other,"$22,500.00 ",Year: 1966,Miles: 350,Make: Harley-Davidson,
2019 Ducati SuperSport,"$9,250.00 ",Year: 2019,"Miles: 3,000",Make: Ducati,
2021 Other Makes FLY-7,$493.00 ,Year: 2021,Miles: 10,Make: Other Makes,
1981 Yamaha XS,"$2,400.00 ",Year: 1981,"Miles: 15,000",Make: Yamaha,
2013 Harley-Davidson FLHTC - Electra Glide® Classic,"$7,600.00 ",Year: 2013,"Miles: 25,835",Make: Harley-Davidson,
2017 Harley-Davidson Touring,"$39,999.00 ",Year: 2017,"Miles: 8,821",Make: Harley-Davidson,
1972 Yamaha XS,"$5,595.00 ",Year: 1972,"Miles: 18,130",Make: Yamaha,
1994 KTM 550 MXC,"$6,500.00 ",Year: 1994,Miles: 500,Make: KTM,
2014 Harley-Davidson Touring,"$15,200.00 ",Year: 2014,"Miles: 10,636",Make: Harley-Davidson,
1974 Other Makes,"$2,700.00 ",Year: 1974,"Miles: 9,999",Make: Other Makes,
2015 Honda CB F300,"$2,175.00 ",Year: 2015,"Miles: 13,600",Make: Honda,
1990 Yamaha FJ1200,"$6,000.00 ",Year: 1990,"Miles: 6,155",Make: Yamaha,
2007 Other Makes,$750.00 ,Year: 2007,"Miles: 11,111",Make: Other Makes,
1998 BMW R1100GS,"$5,800.00 ",Year: 1998,"Miles: 21,084",Make: BMW,
2007 Harley-Davidson Touring,"$6,700.00 ",Year: 2007,"Miles: 43,000",Make: Harley-Davidson,
1975 Honda CT,"$2,500.00 ",Year: 1975,"Miles: 3,411",Make: Honda,
1956 BMW R-Series,"$12,211.11 ",Year: 1956,Miles: 646,Make: BMW,
1973 Other Makes,"$1,246.47 ",Year: 1973,,Make: Other Makes,
1967 Triumph Bonneville,"$4,999.99 ",Year: 1967,"Miles: 13,046",Make: Triumph,
2005 Yamaha FZ,"$3,000.00 ",Year: 2005,"Miles: 38,704",Make: Yamaha,
1973 Other Makes,"$1,080.24 ",Year: 1973,,Make: Other Makes,
2004 Harley-Davidson Touring Electra Glide® Classic,"$5,900.00 ",Year: 2004,"Miles: 52,287",Make: Harley-Davidson,
2013 Harley-Davidson Street Glide,"$8,900.00 ",Year: 2013,"Miles: 88,972",Make: Harley-Davidson,
1973 Suzuki TS,"$2,900.00 ",Year: 1973,"Miles: 7,363",Make: Suzuki,
2003 Harley-Davidson Dyna,$1.00 ,Year: 2003,"Miles: 50,754",Make: Harley-Davidson,
2009 Ducati Monster,"$3,850.00 ",Year: 2009,"Miles: 4,734",Make: Ducati,
1973 Honda CT,"$3,100.00 ",Year: 1973,Miles: 300,Make: Honda,
2000 Honda VT600CD2,$620.00 ,Year: 2000,"Miles: 23,000",Make: Honda,
2019 Can-Am,"$9,800.00 ",Year: 2019,"Miles: 3,036",Make: Can-Am,
2002 Indian,"$19,900.00 ",Year: 2002,"Miles: 10,550",Make: Indian,
2006 Yamaha YZF-R,"$1,575.00 ",Year: 2006,"Miles: 5,000",Make: Yamaha,
1975 Honda CB,"$6,500.00 ",Year: 1975,"Miles: 19,500",Make: Honda,
2019 KAWASAKI VERSYS 650 ABS,"$7,649.00 ",Year: 2019,"Miles: 8,770",Make: Kawasaki,
1965 Yamaha Other,"$10,000.00 ",Year: 1965,Miles: 2,Make: Yamaha,
2019 Polaris Slingshot,"$20,600.00 ",Year: 2019,"Miles: 3,046",Make: Polaris,
2021 Harley-Davidson Touring,"$23,100.00 ",Year: 2021,"Miles: 1,461",Make: Harley-Davidson,
2005 Harley-Davidson V-ROD,"$11,495.00 ",Year: 2005,"Miles: 6,300",Make: Harley-Davidson,
2014 Harley-Davidson Dyna,"$11,100.00 ",Year: 2014,"Miles: 29,471",Make: Harley-Davidson,
1983 BMW R-Series,"$3,199.00 ",Year: 1983,"Miles: 35,888",Make: BMW,
1978 Harley-Davidson Other,"$9,500.00 ",Year: 1978,"Miles: 12,867",Make: Harley-Davidson,
2017 Kawasaki Z650,"$6,748.00 ",Year: 2017,"Miles: 16,305",Make: Kawasaki,
2020 Yamaha bolt,"$6,500.00 ",Year: 2020,"Miles: 5,346",Make: Yamaha,
1936 Harley-Davidson Vintage,"$38,500.00 ",Year: 1936,Miles: 500,Make: Harley-Davidson,
1977 Honda CB,"$2,650.00 ",Year: 1977,"Miles: 7,075",Make: Honda,
1941 Harley-Davidson WLA,"$5,500.00 ",Year: 1941,Miles: 1,Make: Harley-Davidson,
2017 Polaris,"$15,155.00 ",Year: 2017,"Miles: 6,632",Make: Polaris,
1983 BMW R-Series,"$3,150.00 ",Year: 1983,"Miles: 42,000",Make: BMW,
2001 Harley-Davidson Sportster,"$3,000.00 ",Year: 2001,"Miles: 11,800",Make: Harley-Davidson,
2011 Kawasaki Vulcan 1700 Voyager ABS,"$7,999.00 ",Year: 2011,"Miles: 37,190",Make: Kawasaki,
1979 Yamaha YZ,"$6,500.00 ",Year: 1979,Miles: 5,Make: Yamaha,
2016 Polaris SLINGSHOT SL,"$19,800.00 ",Year: 2016,"Miles: 10,711",Make: Polaris,
2016 Can-Am RS-S,"$15,200.00 ",Year: 2016,Miles: 927,Make: Can-Am,
2005 Harley-Davidson touring model,$6.00 ,Year: 2005,"Miles: 53,000",Make: Harley-Davidson,
Harley-Davidson: Sportster,"$10,905.55 ",Year: 2008,"Miles: 5,200",Make: Harley-Davidson,from Canada
1985 Yamaha RZ350,"$12,499.00 ",Year: 1985,"Miles: 19,957",Make: Yamaha,
2001 Kawasaki Ninja,"$1,350.00 ",Year: 2001,Miles: 410,Make: Kawasaki,
1957 Other Makes Chang Jiang CJ750 Side Car,"$1,725.00 ",Year: 1957,"Miles: 2,762",Make: Other Makes,
1950 Indian MK2,"$4,800.00 ",Year: 1950,"Miles: 11,111",Make: Indian,
2013 Victory Vision™ Tour,"$8,400.00 ",Year: 2013,"Miles: 6,500",Make: Victory,
1998 Harley-Davidson Sportster,"$2,995.00 ",Year: 1998,"Miles: 39,436",Make: Harley-Davidson,
1958 Norton ES2,"$7,299.00 ",Year: 1958,"Miles: 32,370",Make: Norton,
2009 Harley-Davidson Dyna,"$6,990.00 ",Year: 2009,"Miles: 9,650",Make: Harley-Davidson,
2013 Honda CRF,"$3,150.00 ",Year: 2013,"Miles: 8,460",Make: Honda,
2001 Kawasaki Ninja,"$4,051.00 ",Year: 2001,"Miles: 38,800",Make: Kawasaki,
2001 Ducati Monster S4,"$1,926.00 ",Year: 2001,"Miles: 49,552",Make: Ducati,
2002 Honda RVT1000R,"$2,275.00 ",Year: 2002,"Miles: 77,343",Make: Honda,
1969 BSA,"$7,900.00 ",Year: 1969,"Miles: 2,949",Make: BSA,
1975 Yamaha YZ400,"$1,200.00 ",Year: 1975,Miles: 500,Make: Yamaha,
2021 X-PRO Titan 250cc Dirt Bike,"$1,599.00 ",Year: 2021,Miles: 0,,
1994 Harley-Davidson Dyna,"$4,900.00 ",Year: 1994,"Miles: 21,775",Make: Harley-Davidson,
2017 BMW R-Series,"$11,099.00 ",Year: 2017,Miles: 750,Make: BMW,
1938 Harley-Davidson Street,"$47,350.00 ",Year: 1938,Miles: 127,Make: Harley-Davidson,
2018 Yamaha YZF R3 300,"$4,285.00 ",Year: 2018,"Miles: 11,784",Make: Yamaha,
1971 Suzuki T500,"$8,500.00 ",Year: 1971,"Miles: 13,182",Make: Suzuki,
1976 Kawasaki KZ 900 LTD,"$10,777.00 ",Year: 1976,"Miles: 31,175",Make: Kawasaki,
