item_name,item_price,item_year,item_miles,item_make,item_location
2005 Honda CRF250R,"$3,999.00 ",Year: 2005,Miles: 123,Make: Honda,
1994 Ducati M900 Monster,"$3,850.00 ",Year: 1994,"Miles: 28,651",Make: Ducati,
2019 BMW F850GS,"$13,950.00 ",Year: 2019,"Miles: 13,947",Make: BMW,
1971 Yamaha Other,"$2,500.00 ",Year: 1971,"Miles: 6,355",Make: Yamaha,
1983 Honda Gl 650,$495.00 ,Year: 1983,"Miles: 55,000",Make: Honda,
1948 Harley-Davidson Other,"$14,200.00 ",Year: 1948,Miles: 100,Make: Harley-Davidson,
1980 Kawasaki KZ1000 ST,"$1,435.00 ",Year: 1980,"Miles: 40,000",Make: Kawasaki,
1982 Suzuki GS,$990.00 ,Year: 1982,"Miles: 17,581",Make: Suzuki,
1996 Harley-Davidson Softail,"$9,900.00 ",Year: 1996,"Miles: 9,346",Make: Harley-Davidson,
2000 BMW R1200C W/ABS,"$2,485.00 ",Year: 2000,"Miles: 10,792",Make: BMW,
2006 Honda GL 1800,"$6,000.00 ",Year: 2006,"Miles: 82,696",Make: Honda,
2022 Kawasaki KLR 650,"$7,287.00 ",Year: 2022,Miles: 0,Make: Kawasaki,
1974 Honda XL 250 K1,"$8,500.00 ",Year: 1974,"Miles: 6,350",Make: Honda,
1975 Kawasaki Other,"$11,000.00 ",Year: 1975,"Miles: 12,832",Make: Kawasaki,
1977 Suzuki GS550E,"$4,850.00 ",Year: 1977,"Miles: 19,415",Make: Suzuki,
1974 Honda CR,"$3,000.00 ",Year: 1974,Miles: 0,Make: Honda,
1973 Honda CB,"$4,200.00 ",Year: 1973,"Miles: 16,800",Make: Honda,
2021 BMW R 18,"$12,997.00 ",Year: 2021,Miles: 236,Make: BMW,
1959 Harley-Davidson Other,"$20,600.00 ",Year: 1959,"Miles: 10,800",Make: Harley-Davidson,
2006 Kawasaki KX,"$1,775.00 ",Year: 2006,Miles: 100,Make: Kawasaki,
1984 Harley-Davidson Other,"$4,650.00 ",Year: 1984,"Miles: 36,529",Make: Harley-Davidson,
1978 Suzuki GS,"$2,050.00 ",Year: 1978,"Miles: 9,844",Make: Suzuki,
1980 Honda CB,$612.00 ,Year: 1980,"Miles: 66,921",Make: Honda,
1975 Honda GL1000,"$2,000.00 ",Year: 1975,"Miles: 59,175",Make: Honda,
2007 Honda CBR,"$7,995.00 ",Year: 2007,"Miles: 26,656",Make: Honda,
2009 Harley-Davidson Touring,"$7,800.00 ",Year: 2009,"Miles: 18,091",Make: Harley-Davidson,
2006 Honda Shadow Aero 750,"$5,000.00 ",Year: 2006,"Miles: 14,500",Make: Honda,
1972 Honda CB,"$3,500.00 ",Year: 1972,"Miles: 22,900",Make: Honda,
1974 Husqvarna,"$4,000.00 ",Year: 1974,"Miles: 1,000",Make: Husqvarna,
1977 Honda CR,"$1,338.00 ",Year: 1977,"Miles: 1,111",Make: Honda,
1972 Harley-Davidson Sportster,"$4,059.00 ",Year: 1972,"Miles: 5,898",Make: Harley-Davidson,
1977 Honda Gold Wing,"$4,099.00 ",Year: 1977,"Miles: 18,100",Make: Honda,
2005 Harley-Davidson Touring,"$7,209.00 ",Year: 2005,"Miles: 11,768",Make: Harley-Davidson,
1977 Harley-Davidson Sportster,"$1,425.00 ",Year: 1977,"Miles: 26,121",Make: Harley-Davidson,
2003 Honda Rebel,"$2,275.00 ",Year: 2003,"Miles: 1,923",Make: Honda,
1978 Harley-Davidson Sportster,"$2,600.00 ",Year: 1978,Miles: 0,Make: Harley-Davidson,
2004 Suzuki DR 650SE,"$3,200.00 ",Year: 2004,"Miles: 18,239",Make: Suzuki,
1970 Honda CL,"$6,500.00 ",Year: 1970,"Miles: 16,025",Make: Honda,
1975 Harley-Davidson Sportster,"$1,500.00 ",Year: 1975,"Miles: 66,666",Make: Harley-Davidson,
"2016 Harley-Davidson Dyna Street Bob FXDB 103' w/ Only 15,579 Miles + Extras!","$14,995.00 ",Year: 2016,"Miles: 15,579",Make: Harley-Davidson,
1979 Yamaha QT50,$500.00 ,Year: 1979,Miles: 100,Make: Yamaha,
1999 Harley-Davidson Dyna,"$5,600.00 ",Year: 1999,"Miles: 21,642",Make: Harley-Davidson,
1975 Harley-Davidson Other,$134.50 ,Year: 1975,,Make: Harley-Davidson,
1972 Honda CB,"$2,000.00 ",Year: 1972,"Miles: 1,000",Make: Honda,
2003 Harley-Davidson Touring Road King 26' Managers Special Call for details,"$7,900.00 ",Year: 2003,"Miles: 30,944",Make: Harley-Davidson,
2014 Harley-Davidson Touring Road King®,"$12,900.00 ",Year: 2014,"Miles: 35,868",Make: Harley-Davidson,
2006 Suzuki GSX-R,"$5,100.00 ",Year: 2006,"Miles: 65,579",Make: Suzuki,
1977 Honda CB,"$2,699.00 ",Year: 1977,"Miles: 18,161",Make: Honda,
1987 Honda CR,"$6,650.00 ",Year: 1987,,Make: Honda,
1991 Harley-Davidson Heritage Softail Classic,"$5,500.00 ",Year: 1991,"Miles: 41,553",Make: Harley-Davidson,
2000 BMW Other,"$1,500.00 ",Year: 2000,"Miles: 10,792",Make: BMW,
2006 Harley-Davidson ROADSTER,"$6,000.00 ",Year: 2006,"Miles: 2,500",Make: Harley-Davidson,
2003 Honda Gold Wing,"$6,699.00 ",Year: 2003,"Miles: 67,106",Make: Honda,
2017 Harley-Davidson Softail,"$13,200.00 ",Year: 2017,"Miles: 15,176",Make: Harley-Davidson,
1974 Yamaha TX,"$4,000.00 ",Year: 1974,"Miles: 10,130",Make: Yamaha,
2010 Harley-Davidson Road King,"$11,100.00 ",Year: 2010,"Miles: 11,437",Make: Harley-Davidson,
2003 Harley-Davidson Road King CVO,"$10,000.00 ",Year: 2003,"Miles: 12,837",Make: Harley-Davidson,
2001 Honda VT,$786.00 ,Year: 2001,Miles: 0,Make: Honda,
1975 Honda Gold Wing,$355.00 ,Year: 1975,"Miles: 61,727",Make: Honda,
1982 Harley-Davidson Street,"$16,001.00 ",Year: 1982,"Miles: 18,900",Make: Harley-Davidson,
2006 Kawasaki Ninja,"$2,000.00 ",Year: 2006,"Miles: 3,500",Make: Kawasaki,
2019 Ducati Ducati Panigale V4S,"$16,800.00 ",Year: 2019,"Miles: 4,000",Make: Ducati,
2007 BMW R-Series,"$6,900.00 ",Year: 2007,"Miles: 21,066",Make: BMW,
1971 Suzuki TS125,"$2,350.00 ",Year: 1971,"Miles: 6,726",Make: Suzuki,
1997 Honda QR50,"$2,300.00 ",Year: 1997,"Miles: 1,111",Make: Honda,
2016 BMW F-Series,"$8,950.00 ",Year: 2016,"Miles: 1,700",Make: BMW,
2010 Harley-Davidson Sportster 883,"$5,500.00 ",Year: 2010,Miles: 993,Make: Harley-Davidson,
1982 Mercedes-Benz 380 Series 380SL,"$729,900.00 ",Year: 1982,"Miles: 50,000",,
1982 Mercedes-Benz 380 Series 380SL,"$23,090.00 ",Year: 1982,"Miles: 50,000",,
1985 Honda Interceptor,"$14,000.00 ",Year: 1985,"Miles: 11,200",Make: Honda,
2022 X-PRO TEMPLAR X 250cc Dirt Bike,"$1,999.00 ",Year: 2022,Miles: 0,,
1972 Norton 750 Commando,"$9,250.00 ",Year: 1972,"Miles: 10,718",Make: Norton,
2017 Harley-Davidson Sportster,"$6,995.00 ",Year: 2017,"Miles: 1,679",Make: Harley-Davidson,
1952 Harley-Davidson Panhead,"$5,850.00 ",Year: 1952,"Miles: 9,999,999",Make: Harley-Davidson,
2019 Harley-Davidson Softail,"$15,999.99 ",Year: 2019,"Miles: 11,178",Make: Harley-Davidson,
1984 Yamaha Other,"$3,000.00 ",Year: 1984,"Miles: 2,500",Make: Yamaha,
2002 Harley-Davidson Street,"$5,300.00 ",Year: 2002,"Miles: 41,000",Make: Harley-Davidson,
1976 Harley-Davidson Flhp,"$9,000.00 ",Year: 1976,"Miles: 12,217",Make: Harley-Davidson,
2008 Suzuki Boulevard,"$3,000.00 ",Year: 2008,"Miles: 7,073",Make: Suzuki,
2003 Moto Guzzi,"$6,279.00 ",Year: 2003,"Miles: 13,795",Make: Moto Guzzi,
2003 Honda Gold Wing,"$13,000.00 ",Year: 2003,"Miles: 51,369",Make: Honda,
2019 Honda Rebel 300 ABS,"$4,000.00 ",Year: 2019,"Miles: 1,841",Make: Honda,
2021 Indian Scout Bobber,"$9,999.00 ",Year: 2021,"Miles: 2,136",Make: Indian,
2007 Honda Shadow 600,"$2,025.00 ",Year: 2007,"Miles: 15,042",Make: Honda,
2009 Moto Guzzi Griso,"$4,900.00 ",Year: 2009,"Miles: 9,613",Make: Moto Guzzi,
2018 Harley-Davidson Touring,"$23,000.00 ",Year: 2018,"Miles: 1,055",Make: Harley-Davidson,
1966 Harley-Davidson Other,$52.00 ,Year: 1966,,Make: Harley-Davidson,
1972 Harley-Davidson Touring,"$12,500.00 ",Year: 1972,"Miles: 56,069",Make: Harley-Davidson,
2009 Kawasaki Vulcan,"$5,400.00 ",Year: 2009,"Miles: 10,595",Make: Kawasaki,
2021 Kawasaki Ninja 400,"$5,077.00 ",Year: 2021,Miles: 505,Make: Kawasaki,
2007 Harley-Davidson Other,"$13,900.00 ",Year: 2007,"Miles: 9,875",Make: Harley-Davidson,
2019 BMW G310GS,"$4,800.00 ",Year: 2019,Miles: 135,Make: BMW,
1968 Triumph Bonneville,"$5,100.00 ",Year: 1968,Miles: 0,Make: Triumph,
1970 Triumph Bonneville,"$10,600.00 ",Year: 1970,"Miles: 18,055",Make: Triumph,
1972 Honda CL,"$2,800.00 ",Year: 1972,"Miles: 6,489",Make: Honda,
2006 Honda CRF,"$3,800.00 ",Year: 2006,Miles: 100,Make: Honda,
2005 Honda CR,"$4,950.00 ",Year: 2005,,Make: Honda,
1999 Harley-Davidson Dyna Wide Glide®,"$5,995.00 ",Year: 1999,"Miles: 55,768",Make: Harley-Davidson,
1976 Harley-Davidson Other,"$7,700.00 ",Year: 1976,"Miles: 12,208",Make: Harley-Davidson,
2005 Custom Built Motorcycles Chopper,"$9,600.00 ",Year: 2005,"Miles: 3,000",Make: Custom Built Motorcycles,
1963 Harley-Davidson Other,"$22,000.00 ",Year: 1963,"Miles: 23,356",Make: Harley-Davidson,
2000 Honda XR600R,"$2,800.00 ",Year: 2000,"Miles: 1,000",Make: Honda,
2016 Honda rukus,"$2,000.00 ",Year: 2016,Miles: 800,Make: Honda,
2002 Harley-Davidson Street,"$9,000.00 ",Year: 2002,"Miles: 5,700",Make: Harley-Davidson,
1998 Honda Valkyrie,"$3,500.00 ",Year: 1998,"Miles: 43,160",Make: Honda,
2018 Yamaha YZF-R,"$14,299.00 ",Year: 2018,"Miles: 7,617",Make: Yamaha,
2015 Ducati Scrambler,"$6,200.00 ",Year: 2015,"Miles: 11,600",Make: Ducati,
2018 Yamaha XSR900 W/ABS,"$9,299.00 ",Year: 2018,"Miles: 4,285",Make: Yamaha,
1982 Honda Gold Wing,"$1,000.00 ",Year: 1982,"Miles: 21,466",Make: Honda,
1969 Honda Z50A K1 Mini Trail,$745.00 ,Year: 1969,"Miles: 1,234,567",Make: Honda,
1971 Honda CT,"$4,050.00 ",Year: 1971,"Miles: 7,081",Make: Honda,
1990 Honda CB,"$1,477.00 ",Year: 1990,"Miles: 6,440",Make: Honda,
1970 Honda CB,"$1,925.00 ",Year: 1970,"Miles: 4,330",Make: Honda,
1990 Honda CB,"$1,425.00 ",Year: 1990,"Miles: 2,707",Make: Honda,
2000 Honda CL,$510.06 ,Year: 2000,"Miles: 23,655",Make: Honda,
1990 Honda CB,"$1,200.00 ",Year: 1990,"Miles: 7,465",Make: Honda,
2021 Honda CRF,"$5,250.00 ",Year: 2021,Miles: 475,Make: Honda,
1990 Honda CB,"$1,213.00 ",Year: 1990,"Miles: 6,671",Make: Honda,
1990 Honda CB,"$1,311.00 ",Year: 1990,"Miles: 2,817",Make: Honda,
1950 Other Makes,"$2,999.00 ",Year: 1950,"Miles: 12,312",Make: Other Makes,
1980 Suzuki GS,"$3,220.00 ",Year: 1980,"Miles: 13,010",Make: Suzuki,
1938 Harley-Davidson Other,"$60,100.00 ",Year: 1938,Miles: 18,Make: Harley-Davidson,
1979 BMW R-Series,"$3,500.00 ",Year: 1979,"Miles: 21,445",Make: BMW,
1950 Other Makes,"$2,999.00 ",Year: 1950,"Miles: 12,312",Make: Other Makes,
Suzuki: GSX-R,"$6,231.74 ",Year: 2013,"Miles: 38,736",Make: Suzuki,from Canada
2004 Honda Other,"$8,750.00 ",Year: 2004,Miles: 0,Make: Honda,
2018 Harley-Davidson Street,"$15,800.00 ",Year: 2018,"Miles: 7,000",Make: Harley-Davidson,
1994 Kawasaki KX,"$6,500.00 ",Year: 1994,"Miles: 1,111",Make: Kawasaki,
2001 Indian,"$10,900.00 ",Year: 2001,"Miles: 6,525",Make: Indian,
1973 Honda CB,$860.00 ,Year: 1973,"Miles: 18,497",Make: Honda,
1972 Norton 750 Commando,"$9,000.00 ",Year: 1972,"Miles: 10,718",Make: Norton,
1999 Honda Shadow,"$1,525.00 ",Year: 1999,"Miles: 58,182",Make: Honda,
2007 KAWASAKI KLR 650,"$3,994.00 ",Year: 2007,"Miles: 19,330",Make: Kawasaki,
1996 Kawasaki KE100,"$1,745.00 ",Year: 1996,Miles: 265,Make: Kawasaki,
2020 Yamaha YZ450F,"$8,498.00 ",Year: 2020,Miles: 0,Make: Yamaha,
1981 Honda CB,"$1,409.00 ",Year: 1981,"Miles: 20,603",Make: Honda,
1974 Honda XR,"$6,750.00 ",Year: 1974,,Make: Honda,
1965 Suzuki YDS3C,"$2,190.00 ",Year: 1965,"Miles: 9,378",Make: Suzuki,
2002 Triumph Daytona,"$4,000.00 ",Year: 2002,"Miles: 10,393",Make: Triumph,
2013 KTM Adventure,"$6,600.00 ",Year: 2013,"Miles: 23,395",Make: KTM,
"2015 Harley-Davidson ROAD GLIDE 120 SCREAMIN EAGLE $81K BAGGER 1,199 Mi","$36,995.00 ",Year: 2015,"Miles: 1,199",Make: Harley-Davidson,
1982 BMW R-Series,"$5,975.00 ",Year: 1982,"Miles: 51,275",Make: BMW,
1974 Harley-Davidson Other,"$7,500.00 ",Year: 1974,"Miles: 57,553",Make: Harley-Davidson,
2019 Harley-Davidson Street Glide,"$19,999.00 ",Year: 2019,"Miles: 7,983",Make: Harley-Davidson,
2006 Victory kingpin,"$3,950.00 ",Year: 2006,"Miles: 9,800",Make: Victory,
1983 Yamaha Riva XC180 Motor Scooter,"$6,250.00 ",Year: 1983,"Miles: 3,000",Make: Yamaha,
2006 BMW K-Series,"$2,400.00 ",Year: 2006,"Miles: 68,500",Make: BMW,
1961 BSA Scrambler,"$1,500.00 ",Year: 1961,"Miles: 11,111",Make: BSA,
1971 Honda CT,"$4,405.99 ",Year: 1971,"Miles: 2,243",Make: Honda,
1971 Harley-Davidson Other,$4.25 ,Year: 1971,,Make: Harley-Davidson,
1976 Harley-Davidson Other,$52.00 ,Year: 1976,,Make: Harley-Davidson,
2018 Harley-Davidson Softail,"$17,500.00 ",Year: 2018,Miles: 54,Make: Harley-Davidson,
2003 Harley-Davidson Sportster,"$3,995.00 ",Year: 2003,"Miles: 34,974",Make: Harley-Davidson,
2020 Harley-Davidson Touring,"$35,300.00 ",Year: 2020,Miles: 9,Make: Harley-Davidson,
1988 Honda CR250,"$2,350.00 ",Year: 1988,,Make: Honda,
2021 Harley-Davidson Softail,"$18,499.00 ",Year: 2021,"Miles: 1,580",Make: Harley-Davidson,
1980 Kawasaki 550 LTD,$455.00 ,Year: 1980,"Miles: 18,000",Make: Kawasaki,
2003 Harley-Davidson Other,"$7,000.00 ",Year: 2003,"Miles: 16,622",Make: Harley-Davidson,
1977 Harley-Davidson FLH Shovelhead,"$8,995.00 ",Year: 1977,"Miles: 13,751",Make: Harley-Davidson,
1952 Other Makes,"$3,500.00 ",Year: 1952,"Miles: 10,000",Make: Other Makes,
2014 Victory,"$7,460.00 ",Year: 2014,"Miles: 9,300",Make: Victory,
2002 Harley-Davidson Softail,"$6,000.00 ",Year: 2002,"Miles: 10,900",Make: Harley-Davidson,
1986 Honda CR,"$4,500.00 ",Year: 1986,"Miles: 12,345",Make: Honda,
1978 Harley-Davidson Sportster,"$1,625.00 ",Year: 1978,"Miles: 12,345",Make: Harley-Davidson,
2006 Harley-Davidson Touring,"$7,300.00 ",Year: 2006,"Miles: 37,405",Make: Harley-Davidson,
1954 Indian,"$4,565.00 ",Year: 1954,"Miles: 1,000",Make: Indian,
2013 Honda CBR 500R,"$4,699.00 ",Year: 2013,"Miles: 19,677",Make: Honda,
2021 Kawasaki Z125 PRO,"$3,299.00 ",Year: 2021,Miles: 0,Make: Kawasaki,
1980 Harley-Davidson FXEF,"$8,500.00 ",Year: 1980,"Miles: 16,624",Make: Harley-Davidson,
2010 Harley-Davidson Dyna,"$7,500.00 ",Year: 2010,"Miles: 35,814",Make: Harley-Davidson,
2015 BMW F-Series,"$8,999.00 ",Year: 2015,"Miles: 3,500",Make: BMW,
2000 Confederate Motorcycle Hellcat,"$16,000.00 ",Year: 2000,"Miles: 19,000",,
1976 Honda XR,"$2,282.00 ",Year: 1976,"Miles: 12,345",Make: Honda,
2002 BMW R-Series,"$4,100.00 ",Year: 2002,"Miles: 36,292",Make: BMW,
1972 Honda CB,$710.00 ,Year: 1972,"Miles: 24,062",Make: Honda,
2010 Honda VFR1200F,"$5,255.00 ",Year: 2010,"Miles: 27,497",Make: Honda,
1993 Honda CR,"$5,495.00 ",Year: 1993,Miles: 0,Make: Honda,
1966 Harley-Davidson Other,"$1,650.00 ",Year: 1966,"Miles: 3,000",Make: Harley-Davidson,
2005 Honda CRF,$910.00 ,Year: 2005,"Miles: 5,000",Make: Honda,
1971 Honda Other,$316.00 ,Year: 1971,"Miles: 1,825",Make: Honda,
2005 BMW R-Series,"$5,100.00 ",Year: 2005,"Miles: 17,516",Make: BMW,
2006 Kawasaki Ninja,"$3,150.00 ",Year: 2006,"Miles: 18,946",Make: Kawasaki,
2004 Honda Shadow VT,$960.00 ,Year: 2004,Miles: 0,Make: Honda,
1970 Yamaha R5,$610.00 ,Year: 1970,"Miles: 12,430",Make: Yamaha,
1989 Yamaha BANSHEE,"$5,300.00 ",Year: 1989,Miles: 500,Make: Yamaha,
2017 Harley-Davidson Street,"$3,600.00 ",Year: 2017,Miles: 125,Make: Harley-Davidson,
2019 BMW R-Series,"$13,299.00 ",Year: 2019,Miles: 14,Make: BMW,
2015 Ducati Scrambler,"$6,200.00 ",Year: 2015,"Miles: 11,000",Make: Ducati,
1956 Triumph Trophy,"$4,800.00 ",Year: 1956,"Miles: 1,000",Make: Triumph,
1981 Yamaha Other,$356.00 ,Year: 1981,Miles: 100,Make: Yamaha,
1973 Honda CL350 Scrambler,"$3,299.00 ",Year: 1973,"Miles: 8,528",Make: Honda,
2022 X-PRO Maui 50cc Moped,$979.00 ,Year: 2022,Miles: 0,,
1981 Harley-Davidson Sturgis,"$10,050.00 ",Year: 1981,"Miles: 25,890",Make: Harley-Davidson,
1959 Triumph T20 C,"$5,000.00 ",Year: 1959,Miles: 741,Make: Triumph,
2007 Honda VTX,"$3,900.00 ",Year: 2007,"Miles: 48,000",Make: Honda,
2003 Harley-Davidson Touring,"$4,700.00 ",Year: 2003,"Miles: 11,270",Make: Harley-Davidson,
2021 Kawasaki KX 450 X,"$8,187.00 ",Year: 2021,Miles: 0,Make: Kawasaki,
2001 Harley-Davidson Sportster,"$2,800.00 ",Year: 2001,"Miles: 23,330",Make: Harley-Davidson,
1967 Honda CT,"$1,626.00 ",Year: 1967,"Miles: 1,456",Make: Honda,
2005 Harley-Davidson Touring,"$9,500.00 ",Year: 2005,"Miles: 6,445",Make: Harley-Davidson,
2019 BMW K-Series,"$23,990.00 ",Year: 2019,Miles: 594,Make: BMW,
1998 Ford Windstar Wagon GL,"$399,000.00 ",Year: 1998,Miles: 0,,
2021 X-PRO 250cc EFI Motorcycle,"$2,849.00 ",Year: 2021,Miles: 1,,
2019 KTM 390 DUKE W/ABS,"$5,499.00 ",Year: 2019,Miles: 101,Make: KTM,
1991 Harley-Davidson Sportster,"$1,425.00 ",Year: 1991,"Miles: 15,000",Make: Harley-Davidson,
2002 Kawasaki kz1000,"$4,995.00 ",Year: 2002,"Miles: 44,468",Make: Kawasaki,
2001 Other Makes,"$2,000.00 ",Year: 2001,"Miles: 1,202",Make: Other Makes,
1976 Harley-Davidson Fxe,"$6,601.00 ",Year: 1976,"Miles: 9,999",Make: Harley-Davidson,
2011 Harley-Davidson Touring,"$11,150.00 ",Year: 2011,"Miles: 18,746",Make: Harley-Davidson,
1985 Honda Nighthawk,"$3,500.00 ",Year: 1985,"Miles: 22,070",Make: Honda,
2003 Harley-Davidson Dyna,"$8,000.00 ",Year: 2003,Miles: 495,Make: Harley-Davidson,
1968 Honda CL160 Scrambler,"$1,000.00 ",Year: 1968,"Miles: 12,000",Make: Honda,
1973 Yamaha lt3 100,"$2,500.00 ",Year: 1973,Miles: 697,Make: Yamaha,
1999 Kawasaki ZRX1100,"$7,200.00 ",Year: 1999,"Miles: 32,741",Make: Kawasaki,
1980 Other Makes Super Bronc,"$1,300.00 ",Year: 1980,"Miles: 123,456,789",Make: Other Makes,
2012 Harley-Davidson Trike Tri Glide™ Ultra Classic®,"$20,900.00 ",Year: 2012,"Miles: 48,405",Make: Harley-Davidson,
2009 Harley-Davidson Sportster,"$9,100.00 ",Year: 2009,Miles: 2,Make: Harley-Davidson,
1980 Other Makes,$416.00 ,Year: 1980,Miles: 160,Make: Other Makes,
1952 Triumph Bdg250s,"$3,049.00 ",Year: 1952,"Miles: 3,500",Make: Triumph,
2004 Honda VTX 1800,"$1,675.00 ",Year: 2004,Miles: 0,Make: Honda,
1979 Honda CB,"$5,000.00 ",Year: 1979,Miles: 155,Make: Honda,
2011 Harley-Davidson Touring Road King®,"$5,755.00 ",Year: 2011,"Miles: 102,348",Make: Harley-Davidson,
1971 Suzuki TC120,"$2,950.00 ",Year: 1971,"Miles: 4,641",Make: Suzuki,
2021 Harley-Davidson Touring,"$16,322.00 ",Year: 2021,"Miles: 48,382",Make: Harley-Davidson,
1972 Honda CL,"$4,500.00 ",Year: 1972,"Miles: 7,031",Make: Honda,
1995 Honda Gold Wing,"$10,001.00 ",Year: 1995,"Miles: 47,455",Make: Honda,
2000 Harley-Davidson Street,"$15,125.01 ",Year: 2000,"Miles: 45,448",Make: Harley-Davidson,
2006 Yamaha YZF-R,"$2,050.00 ",Year: 2006,"Miles: 5,000",Make: Yamaha,
2002 Honda VTX,"$4,200.00 ",Year: 2002,"Miles: 20,828",Make: Honda,
1972 Triumph Bonneville,"$6,400.00 ",Year: 1972,"Miles: 5,892",Make: Triumph,
1979 Triumph Bonneville,"$3,650.00 ",Year: 1979,"Miles: 11,000",Make: Triumph,
2005 Honda CR,"$5,200.00 ",Year: 2005,,Make: Honda,
2003 Harley-Davidson Touring,"$15,000.00 ",Year: 2003,"Miles: 2,085",Make: Harley-Davidson,
2021 X-PRO 125cc Cafe Cruiser Racer,"$1,119.00 ",Year: 2021,Miles: 1,,
2005 Yamaha YZF-R,"$6,500.00 ",Year: 2005,"Miles: 1,200",Make: Yamaha,
1995 Ducati Supersport,"$2,495.00 ",Year: 1995,"Miles: 15,617",Make: Ducati,
2001 Harley-Davidson Touring,"$7,100.00 ",Year: 2001,"Miles: 34,000",Make: Harley-Davidson,
2020 Harley-Davidson Sportster XL883N IRON 883,"$9,399.00 ",Year: 2020,"Miles: 2,733",Make: Harley-Davidson,
1986 Harley-Davidson Sportster XL1100,"$3,995.00 ",Year: 1986,"Miles: 25,088",Make: Harley-Davidson,
1985 Honda Magna,$810.00 ,Year: 1985,"Miles: 17,700",Make: Honda,
2015 Triumph Daytona,"$4,050.00 ",Year: 2015,"Miles: 25,000",Make: Triumph,
1973 Kawasaki Other,"$5,600.00 ",Year: 1973,"Miles: 2,414",Make: Kawasaki,
1975 Kawasaki Other,"$4,750.00 ",Year: 1975,"Miles: 18,726",Make: Kawasaki,
1942 Harley-Davidson Other,"$18,500.00 ",Year: 1942,Miles: 100,Make: Harley-Davidson,
1978 Honda CB750K,"$1,200.00 ",Year: 1978,"Miles: 40,225",Make: Honda,
2000 Honda Gold Wing,"$12,850.00 ",Year: 2000,"Miles: 138,655",Make: Honda,
2004 Harley-Davidson Touring,"$7,900.00 ",Year: 2004,"Miles: 8,800",Make: Harley-Davidson,
2005 Honda Gold Wing,"$16,850.00 ",Year: 2005,"Miles: 135,400",Make: Honda,
2020 BMW R-Series,"$18,250.00 ",Year: 2020,"Miles: 4,540",Make: BMW,
2002 Suzuki GSX 1300R Hayabusa,"$8,000.00 ",Year: 2002,"Miles: 8,854",Make: Suzuki,
2014 KTM SX,"$4,100.00 ",Year: 2014,Miles: 91,Make: KTM,
2013 Suzuki GSX-R,"$1,850.00 ",Year: 2013,"Miles: 5,000",Make: Suzuki,
2003 BMW R-Series,"$5,700.00 ",Year: 2003,"Miles: 26,300",Make: BMW,
2004 Honda VT,"$1,405.00 ",Year: 2004,"Miles: 18,753",Make: Honda,
2021 BMW F-Series,"$15,800.00 ",Year: 2021,Miles: 277,Make: BMW,
1978 Kawasaki Other,"$2,850.00 ",Year: 1978,"Miles: 17,678",Make: Kawasaki,
2017 Hyosung GD250R,"$3,000.00 ",Year: 2017,"Miles: 5,319",Make: Hyosung,
2021 Ducati Sport Touring,"$14,999.00 ",Year: 2021,Miles: 472,Make: Ducati,
2006 Yamaha FZ 6,"$2,027.00 ",Year: 2006,"Miles: 86,219",Make: Yamaha,
1977 Kawasaki Other,$506.66 ,Year: 1977,"Miles: 26,700",Make: Kawasaki,
2016 Harley-Davidson Street Glide® Special,"$18,400.00 ",Year: 2016,"Miles: 15,871",Make: Harley-Davidson,
2005 Harley-Davidson Softail,"$5,000.00 ",Year: 2005,"Miles: 39,000",Make: Harley-Davidson,
2018 Harley-Davidson Touring,"$8,700.00 ",Year: 2018,"Miles: 62,902",Make: Harley-Davidson,
2020 Yamaha YZF-R,"$16,700.00 ",Year: 2020,"Miles: 1,750",Make: Yamaha,
1998 Honda Gold Wing,"$9,999.00 ",Year: 1998,"Miles: 70,481",Make: Honda,
2020 Harley-Davidson Sportster,"$7,750.00 ",Year: 2020,"Miles: 2,888",Make: Harley-Davidson,
1985 Suzuki 550,$600.00 ,Year: 1985,"Miles: 1,285",Make: Suzuki,
2000 Harley-Davidson Touring,"$22,000.00 ",Year: 2000,"Miles: 11,768",Make: Harley-Davidson,
1999 Ducati 750SS,"$1,375.00 ",Year: 1999,"Miles: 7,212",Make: Ducati,
2009 Kawasaki Versys 650,"$3,050.00 ",Year: 2009,"Miles: 2,000",Make: Kawasaki,
2000 BMW Other,"$1,550.00 ",Year: 2000,"Miles: 10,792",Make: BMW,
2012 Harley-Davidson Touring,"$13,000.00 ",Year: 2012,"Miles: 11,807",Make: Harley-Davidson,
2006 Harley-Davidson Softail,"$2,000.00 ",Year: 2006,"Miles: 64,000",Make: Harley-Davidson,
2005 Harley-Davidson Dyna FXDWGI WIDE GLIDE,"$9,499.00 ",Year: 2005,"Miles: 29,231",Make: Harley-Davidson,
2017 Harley-Davidson Street Bob®,"$13,495.00 ",Year: 2017,"Miles: 1,830",Make: Harley-Davidson,
1986 Kawasaki Ninja,"$4,500.00 ",Year: 1986,"Miles: 37,800",Make: Kawasaki,
1975 Honda CB,$830.00 ,Year: 1975,"Miles: 5,689",Make: Honda,
1971 BSA lightning,"$5,500.00 ",Year: 1971,Miles: 600,Make: BSA,
1973 Suzuki TS,"$1,225.00 ",Year: 1973,"Miles: 7,363",Make: Suzuki,
2007 Other Makes Scorpa SY250F Trials,"$3,500.00 ",Year: 2007,Miles: 100,Make: Other Makes,
2010 Kawasaki KLX,"$4,190.00 ",Year: 2010,"Miles: 6,250",Make: Kawasaki,
